transaction_id,category,budget,amount,category_match,quantity_match,time_match,merchant_trust,historical_success,previous_violations,intent_similarity,violation_type,authorized
TXN00785,flight,9665,6895,1,1,1,0.56,0.4,5,0.98,none,1
TXN00786,groceries,23923,19070,1,1,1,0.83,0.48,1,0.97,none,1
TXN00787,hotel,73596,64467,1,1,1,0.51,0.75,3,0.91,none,1
TXN00788,books,30428,35464,1,1,1,0.51,0.78,5,0.44,budget_violation,0
TXN00789,hotel,55677,28630,0,1,1,0.84,0.7,0,0.5,category_mismatch,0
TXN00790,flight,77161,46701,1,1,1,0.48,0.81,5,0.96,none,1
TXN00791,flight,68177,21290,1,1,1,0.48,0.75,1,0.86,none,1
TXN00792,headphones,47843,32561,1,0,1,0.75,0.97,0,0.34,quantity_violation,0
TXN00793,smartphone,68353,60310,0,1,1,0.72,0.5,2,0.64,category_mismatch,0
TXN00794,hotel,36580,28599,1,1,1,0.37,0.75,1,0.8,none,1
TXN00795,hotel,49891,29355,1,1,1,0.94,0.5,1,0.83,none,1
TXN00796,shoes,25696,17757,1,1,1,0.78,0.97,4,0.94,none,1
TXN00797,smartphone,55702,19689,1,1,1,0.87,0.95,3,0.87,none,1
TXN00798,flight,19220,17736,1,1,1,0.72,0.86,2,0.83,none,1
TXN00799,hotel,4769,1826,1,1,1,0.39,0.82,5,0.85,none,1
TXN00800,headphones,28504,39010,1,1,1,0.83,0.47,0,0.59,budget_violation,0
TXN00801,groceries,6572,10809,1,1,1,0.66,0.44,0,0.65,budget_violation,0
TXN00802,laptop,9683,2974,1,1,1,0.37,0.47,4,0.84,none,1
TXN00803,shoes,25219,8082,1,1,1,0.4,0.85,2,0.99,none,1
TXN00804,flight,47163,41993,1,1,1,0.73,0.7,0,0.25,merchant_violation,0
TXN00805,laptop,70315,69058,0,1,1,0.42,0.85,0,0.69,category_mismatch,0
TXN00806,smartphone,29051,26027,1,1,1,0.63,0.82,1,0.89,none,1
TXN00807,smartphone,24704,24380,1,1,1,0.6,0.71,3,0.82,none,1
TXN00808,flight,17202,11418,1,1,1,0.65,0.62,2,0.91,none,1
TXN00809,laptop,11780,4488,1,1,1,0.5,0.76,2,0.94,none,1
TXN00810,books,30605,15406,1,1,1,0.9,0.51,0,0.98,none,1
TXN00811,books,90015,27810,1,1,1,0.77,0.8,3,0.89,none,1
TXN00812,smartphone,16626,14090,1,1,0,0.98,0.84,1,0.23,time_violation,0
TXN00813,shoes,45385,25478,1,1,0,0.89,0.84,2,0.58,time_violation,0
TXN00814,hotel,85388,46900,1,1,1,0.77,0.97,3,0.9,none,1
TXN00815,headphones,60589,45118,1,0,1,0.46,0.97,0,0.25,quantity_violation,0
TXN00816,laptop,9942,3168,1,1,1,0.43,0.76,2,0.83,none,1
TXN00817,smartphone,11029,7322,1,1,1,0.64,0.68,2,0.93,none,1
TXN00818,books,67164,60766,1,0,1,0.68,0.41,0,0.7,quantity_violation,0
TXN00819,smartphone,51283,46001,1,1,1,0.61,0.42,1,0.91,none,1
TXN00820,hotel,93544,53062,1,1,0,0.8,0.69,0,0.48,time_violation,0
TXN00821,books,87517,59299,1,1,1,0.63,0.74,1,0.9,none,1
TXN00822,groceries,35523,34798,1,1,1,0.73,0.61,2,0.86,none,1
TXN00823,laptop,78393,52871,1,0,1,0.82,0.42,5,0.37,quantity_violation,0
TXN00824,smartphone,57118,31423,1,1,1,0.55,0.8,1,0.85,none,1
TXN00825,hotel,78664,133862,1,1,1,0.38,0.5,4,0.36,budget_violation,0
TXN00826,books,87214,60843,1,1,1,0.93,0.56,5,0.89,none,1
TXN00827,laptop,42486,24353,1,1,1,0.7,0.88,0,0.94,none,1
TXN00828,shoes,45035,39091,1,1,1,0.77,0.5,2,0.87,none,1
TXN00829,groceries,27444,24511,1,1,1,0.85,0.9,4,0.84,none,1
TXN00830,hotel,7230,5068,1,1,1,0.46,0.85,0,0.56,merchant_violation,0
TXN00831,smartphone,78576,27272,1,1,1,0.86,0.69,1,0.87,none,1
TXN00832,smartphone,86398,56439,1,1,1,0.51,0.8,2,0.84,none,1
TXN00833,groceries,33933,20945,1,1,1,0.83,0.51,0,0.93,none,1
TXN00834,headphones,76608,58418,1,1,1,0.88,0.96,2,0.99,none,1
TXN00835,groceries,75202,25712,1,1,1,0.44,0.68,1,0.83,none,1
TXN00836,hotel,58067,52383,1,1,1,0.94,0.78,3,0.85,none,1
TXN00837,hotel,85678,52954,1,1,1,0.47,0.49,0,0.32,merchant_violation,0
TXN00838,hotel,61838,61461,1,1,1,0.6,0.94,1,0.83,none,1
TXN00839,headphones,4819,3996,1,0,1,0.42,0.91,5,0.44,quantity_violation,0
TXN00840,laptop,8251,2960,1,1,1,0.72,0.92,3,0.98,none,1
TXN00841,smartphone,53021,42786,1,1,1,0.4,0.47,5,0.9,none,1
TXN00842,smartphone,69414,49026,1,1,1,0.84,0.72,3,0.98,none,1
TXN00843,shoes,79619,52918,1,0,1,0.71,0.63,5,0.57,quantity_violation,0
TXN00844,groceries,29574,17953,0,1,1,0.49,0.65,4,0.23,category_mismatch,0
TXN00845,flight,92700,48347,1,1,1,0.6,0.81,2,0.98,none,1
TXN00846,headphones,48578,27078,1,1,1,0.52,0.79,4,0.81,none,1
TXN00847,laptop,91529,70488,1,1,1,0.48,0.63,5,0.99,none,1
TXN00848,flight,90816,84352,0,1,1,0.57,0.95,3,0.66,category_mismatch,0
TXN00849,hotel,40438,26232,0,1,1,0.9,0.5,3,0.52,category_mismatch,0
TXN00850,groceries,5440,9070,1,1,1,0.96,0.68,3,0.66,budget_violation,0
TXN00851,flight,95029,89610,1,1,1,0.37,0.5,2,0.9,none,1
TXN00852,flight,56164,48828,1,1,1,0.82,0.67,0,0.95,none,1
TXN00853,headphones,83595,62593,1,1,1,0.3,0.52,2,0.86,none,1
TXN00854,smartphone,15526,13302,1,1,1,0.84,0.79,1,0.62,merchant_violation,0
TXN00855,groceries,42864,39068,1,1,1,0.39,0.5,4,0.97,none,1
TXN00856,hotel,27039,15978,1,0,1,0.91,0.97,4,0.31,quantity_violation,0
TXN00857,laptop,74207,54812,1,1,1,0.93,0.98,1,0.85,none,1
TXN00858,headphones,7525,4516,1,1,1,0.48,0.45,2,0.83,none,1
TXN00859,smartphone,2850,1723,1,1,1,0.94,0.67,5,0.9,none,1
TXN00860,shoes,94528,60874,1,0,1,0.65,0.48,1,0.5,quantity_violation,0
TXN00861,hotel,96251,57060,1,1,1,0.59,0.49,2,1.0,none,1
TXN00862,shoes,81960,38834,1,1,1,0.71,0.79,0,0.8,none,1
TXN00863,headphones,43368,25079,1,1,1,0.45,0.63,3,0.95,none,1
TXN00864,hotel,10575,11517,1,1,1,0.95,0.68,2,0.7,budget_violation,0
TXN00865,laptop,1702,1175,1,1,1,0.98,0.8,1,0.68,merchant_violation,0
TXN00866,laptop,77085,57958,0,1,1,0.95,0.93,1,0.24,category_mismatch,0
TXN00867,groceries,19585,10224,1,0,1,0.39,0.92,2,0.57,quantity_violation,0
TXN00868,groceries,38083,18441,1,1,1,0.88,0.96,4,0.86,none,1
TXN00869,headphones,42358,27273,1,1,1,0.97,0.73,5,0.93,none,1
TXN00870,books,7975,9748,1,1,1,0.33,0.56,5,0.43,budget_violation,0
TXN00871,smartphone,65868,65499,1,0,1,0.69,0.67,0,0.62,quantity_violation,0
TXN00872,headphones,17207,7616,1,1,1,0.5,0.9,5,0.9,none,1
TXN00873,hotel,74825,53123,1,1,1,0.71,0.98,4,0.95,none,1
TXN00874,headphones,55580,26251,1,1,1,0.65,0.46,2,0.81,none,1
TXN00875,smartphone,52664,50052,1,1,1,0.37,0.59,0,0.82,none,1
TXN00876,books,60513,29561,1,1,1,0.76,0.6,0,0.93,none,1
TXN00877,books,43587,43581,1,1,1,0.93,0.88,1,0.84,none,1
TXN00878,laptop,85363,137250,1,1,1,0.68,0.76,0,0.4,budget_violation,0
TXN00879,headphones,32467,29410,1,1,1,0.36,0.91,1,0.88,none,1
TXN00880,groceries,38347,37123,1,1,1,0.41,0.58,3,0.95,none,1
TXN00881,hotel,90779,50049,1,1,1,0.37,0.62,1,0.9,none,1
TXN00882,groceries,63447,45144,1,1,1,0.83,0.89,4,0.29,merchant_violation,0
TXN00883,groceries,13182,13005,1,0,1,0.77,0.79,5,0.28,quantity_violation,0
TXN00884,books,70111,46783,1,1,1,0.5,0.66,3,0.86,none,1
TXN00885,headphones,90694,80633,1,1,1,0.67,0.58,0,0.91,none,1
TXN00886,laptop,68294,48250,1,1,0,0.63,0.83,2,0.38,time_violation,0
TXN00887,smartphone,66987,39507,1,1,0,0.43,0.64,0,0.41,time_violation,0
TXN00888,hotel,42149,26069,1,1,1,0.77,0.77,2,0.87,none,1
TXN00889,headphones,28665,18049,1,1,1,0.77,0.66,0,0.2,merchant_violation,0
TXN00890,smartphone,2743,2002,1,1,0,0.58,0.79,5,0.5,time_violation,0
TXN00891,books,40688,39945,1,1,1,0.55,0.8,5,0.94,none,1
TXN00892,hotel,12486,14897,1,1,1,0.87,0.82,1,0.63,budget_violation,0
TXN00893,shoes,64060,48353,1,1,1,0.61,0.78,4,0.84,none,1
TXN00894,hotel,61742,31544,1,1,0,0.42,0.49,5,0.42,time_violation,0
TXN00895,books,62799,49775,1,1,0,0.44,0.74,3,0.23,time_violation,0
TXN00896,laptop,14456,11552,1,1,1,0.99,0.91,5,0.92,none,1
TXN00897,hotel,5851,3746,1,1,1,0.71,0.77,5,0.98,none,1
TXN00898,books,31396,21029,1,1,1,0.6,0.59,0,0.85,none,1
TXN00899,groceries,63041,61117,1,1,1,0.54,0.82,0,0.28,merchant_violation,0
TXN00900,shoes,62504,28906,1,1,1,0.45,0.95,2,0.98,none,1
TXN00901,books,18191,14663,1,1,1,0.57,0.65,5,0.93,none,1
TXN00902,flight,62908,56061,1,1,1,0.74,0.57,5,0.82,none,1
TXN00903,books,17920,14387,0,1,1,0.37,0.65,3,0.35,category_mismatch,0
TXN00904,shoes,73984,97591,1,1,1,0.48,0.81,1,0.61,budget_violation,0
TXN00905,laptop,9344,3548,1,1,1,0.46,0.74,3,0.85,none,1
TXN00906,flight,47562,39907,1,1,1,0.69,0.94,5,0.97,none,1
TXN00907,smartphone,93589,84182,1,1,0,0.97,0.85,0,0.59,time_violation,0
TXN00908,smartphone,74724,87821,1,1,1,0.38,0.52,2,0.28,budget_violation,0
TXN00909,hotel,93820,61370,1,1,1,0.81,0.46,5,0.87,none,1
TXN00910,headphones,17119,10397,1,1,1,0.59,0.86,1,0.97,none,1
TXN00911,books,45737,24817,0,1,1,0.56,0.85,2,0.51,category_mismatch,0
TXN00912,shoes,20871,13999,1,1,1,0.85,0.48,3,0.88,none,1
TXN00913,groceries,61129,40425,1,1,1,0.78,0.97,3,0.83,none,1
TXN00914,laptop,95060,91309,1,1,1,0.36,0.59,1,0.89,none,1
TXN00915,groceries,5861,4390,1,1,1,0.93,0.43,5,1.0,none,1
TXN00916,hotel,55959,43458,1,1,1,0.69,0.58,5,0.86,none,1
TXN00917,flight,2035,1892,1,1,1,0.73,0.49,3,0.89,none,1
TXN00918,shoes,72358,53018,1,1,1,0.61,0.61,5,0.88,none,1
TXN00919,shoes,40522,27038,1,1,1,0.81,0.84,1,0.46,merchant_violation,0
TXN00920,hotel,29014,19036,1,1,1,0.54,0.78,0,0.21,merchant_violation,0
TXN00921,hotel,32632,16732,1,1,1,0.6,0.7,5,0.81,none,1
TXN00922,flight,35046,19209,1,1,1,0.33,0.79,0,0.89,none,1
TXN00923,laptop,60394,28099,1,1,1,0.82,0.75,5,0.98,none,1
TXN00924,shoes,46919,39234,1,1,1,0.8,0.71,1,0.25,merchant_violation,0
TXN00925,shoes,48352,19465,1,1,1,0.6,0.65,0,0.81,none,1
TXN00926,headphones,63423,84160,1,1,1,0.67,0.75,4,0.59,budget_violation,0
TXN00927,hotel,77585,46271,1,1,1,0.61,0.96,3,0.95,none,1
TXN00928,groceries,22344,16587,0,1,1,0.62,0.98,4,0.63,category_mismatch,0
TXN00929,smartphone,92025,47512,1,1,0,0.41,0.74,0,0.5,time_violation,0
TXN00930,groceries,15461,9969,1,1,1,0.67,0.47,2,0.7,merchant_violation,0
TXN00931,hotel,39532,33754,1,1,1,0.4,0.75,0,0.99,none,1
TXN00932,hotel,38156,19117,1,1,0,0.68,0.44,0,0.41,time_violation,0
TXN00933,hotel,75155,40318,1,1,1,0.56,0.9,4,0.83,none,1
TXN00934,headphones,67160,55956,1,1,1,0.77,0.49,5,0.87,none,1
TXN00935,groceries,51755,34649,1,1,0,0.33,0.8,3,0.57,time_violation,0
TXN00936,smartphone,22707,15903,1,1,1,0.86,0.82,4,0.93,none,1
TXN00937,smartphone,26221,17811,1,1,1,0.83,0.97,4,0.84,none,1
TXN00938,books,66881,25695,1,1,1,0.96,0.51,0,0.85,none,1
TXN00939,shoes,33150,29412,1,1,1,0.71,0.45,4,0.92,none,1
TXN00940,groceries,78187,102031,1,1,1,0.43,0.41,4,0.36,budget_violation,0
TXN00941,hotel,12930,18830,1,1,1,0.5,0.51,0,0.28,budget_violation,0
TXN00942,groceries,89946,88197,1,1,1,0.43,0.83,2,0.39,merchant_violation,0
TXN00943,flight,19672,10366,1,1,1,0.56,0.9,0,0.81,none,1
TXN00944,shoes,99583,46360,1,1,1,0.66,0.7,0,0.85,none,1
TXN00945,flight,61925,21414,1,1,1,0.32,0.78,0,0.85,none,1
TXN00946,smartphone,33285,25166,1,1,1,0.39,0.74,3,0.82,none,1
TXN00947,shoes,19660,19457,1,1,1,0.85,0.72,3,0.99,none,1
TXN00948,books,6477,6351,1,1,0,0.73,0.79,1,0.2,time_violation,0
TXN00949,books,36822,32684,1,1,1,0.57,0.61,5,0.84,none,1
TXN00950,hotel,6961,5440,1,1,1,0.51,0.64,0,0.62,merchant_violation,0
TXN00951,hotel,57618,56391,1,1,1,0.52,0.81,2,0.52,merchant_violation,0
TXN00952,books,36784,24675,1,0,1,0.62,0.76,0,0.66,quantity_violation,0
TXN00953,headphones,85730,62252,1,1,1,0.3,0.41,1,0.88,none,1
TXN00954,books,52483,44668,1,1,1,0.75,0.45,0,0.98,none,1
TXN00955,books,89112,81424,1,1,0,0.55,0.51,5,0.69,time_violation,0
TXN00956,smartphone,61646,26821,1,1,1,0.31,0.85,2,0.94,none,1
TXN00957,flight,26101,21210,1,1,1,0.87,0.53,3,0.68,merchant_violation,0
TXN00958,laptop,37799,29968,1,1,1,0.72,0.4,5,0.88,none,1
TXN00959,hotel,75593,31698,1,1,1,0.44,0.84,5,0.94,none,1
TXN00960,headphones,9566,7864,1,1,1,0.39,0.96,1,0.98,none,1
TXN00961,hotel,26146,8266,1,1,1,0.98,0.81,4,0.85,none,1
TXN00962,books,1256,940,1,1,1,0.96,0.43,2,0.89,none,1
TXN00963,groceries,36918,27071,1,1,1,0.55,0.86,5,0.31,merchant_violation,0
TXN00964,hotel,56058,29226,1,1,1,0.57,0.6,4,0.96,none,1
TXN00965,shoes,91380,32175,1,1,1,0.47,0.5,2,0.81,none,1
TXN00966,smartphone,4653,4027,1,1,1,0.71,0.78,2,0.97,none,1
TXN00967,shoes,15134,14697,1,1,1,0.88,0.89,4,0.96,none,1
TXN00968,smartphone,79638,66487,1,1,1,0.74,0.75,0,0.99,none,1
TXN00969,laptop,50465,45084,1,1,1,0.35,0.48,3,0.81,none,1
TXN00970,groceries,9623,14140,1,1,1,0.51,0.63,0,0.51,budget_violation,0
TXN00971,groceries,31554,26859,1,1,1,0.74,0.67,3,0.96,none,1
TXN00972,smartphone,45514,35184,1,1,1,0.32,0.71,4,0.84,none,1
TXN00973,smartphone,2610,906,1,1,1,0.85,0.52,4,0.83,none,1
TXN00974,hotel,47581,38409,1,1,1,0.61,0.55,0,0.81,none,1
TXN00975,hotel,77614,75426,1,1,1,0.83,0.59,4,0.96,none,1
TXN00976,headphones,62541,33774,1,1,1,0.56,0.4,4,0.93,none,1
TXN00977,headphones,8512,7910,1,1,1,0.6,0.52,1,0.52,merchant_violation,0
TXN00978,shoes,9965,7648,1,1,1,0.79,0.99,4,0.94,none,1
TXN00979,flight,81753,47509,1,0,1,0.62,0.87,0,0.45,quantity_violation,0
TXN00980,laptop,84724,62125,0,1,1,0.45,0.69,2,0.6,category_mismatch,0
TXN00981,groceries,27911,24513,1,1,1,0.3,0.41,2,0.81,none,1
TXN00982,smartphone,19664,16039,0,1,1,0.94,0.62,0,0.3,category_mismatch,0
TXN00983,hotel,23825,20475,1,0,1,0.54,0.73,1,0.3,quantity_violation,0
TXN00984,headphones,35313,11112,1,1,1,0.77,0.63,0,0.87,none,1
TXN00985,shoes,40986,22900,1,1,1,0.56,0.5,4,1.0,none,1
TXN00986,groceries,94184,88661,0,1,1,0.39,0.51,4,0.39,category_mismatch,0
TXN00987,flight,42674,41986,1,1,1,0.47,0.43,4,0.92,none,1
TXN00988,hotel,20472,6904,1,1,1,0.86,0.92,4,0.99,none,1
TXN00989,books,28425,24140,1,1,1,0.85,0.77,1,0.9,none,1
TXN00990,flight,66350,28218,1,1,1,0.8,0.72,3,0.94,none,1
TXN00991,books,63096,51678,1,1,0,0.85,0.79,1,0.31,time_violation,0
TXN00992,shoes,60255,34774,1,1,1,0.51,0.93,4,0.83,none,1
TXN00993,flight,34361,13539,1,1,1,0.36,0.67,2,0.85,none,1
TXN00994,laptop,61981,33188,1,1,1,0.62,0.66,2,0.96,none,1
TXN00995,flight,36785,15659,1,1,1,0.46,0.79,2,0.98,none,1
TXN00996,hotel,66767,50112,1,1,1,0.85,0.96,0,0.82,none,1
TXN00997,flight,6017,3210,1,1,1,0.77,0.55,5,0.96,none,1
TXN00998,hotel,25987,25950,1,1,1,1.0,0.85,5,0.91,none,1
TXN00999,hotel,2118,1053,1,1,1,0.54,1.0,3,0.96,none,1
TXN01000,laptop,62866,62394,1,1,1,0.97,0.92,1,0.85,none,1
TXN01001,shoes,63185,56423,1,1,1,0.83,0.83,3,0.37,merchant_violation,0
TXN01002,smartphone,42035,25227,1,1,1,0.96,0.65,3,0.89,none,1
TXN01003,laptop,50112,32712,0,1,1,0.82,0.7,5,0.62,category_mismatch,0
TXN01004,flight,30555,23833,1,1,1,0.58,0.87,4,0.86,none,1
TXN01005,laptop,75393,71284,1,1,1,0.41,0.97,2,0.91,none,1
TXN01006,groceries,50980,27113,1,1,0,0.57,0.68,2,0.48,time_violation,0
TXN01007,books,84755,30958,1,1,1,0.37,0.73,0,0.97,none,1
TXN01008,books,4517,7830,1,1,1,0.57,0.52,2,0.53,budget_violation,0
TXN01009,smartphone,60593,30631,1,1,1,0.53,0.95,3,0.28,merchant_violation,0
TXN01010,smartphone,17926,11378,1,1,1,0.35,0.97,1,0.83,none,1
TXN01011,shoes,41600,33145,1,1,1,0.63,0.76,2,0.92,none,1
TXN01012,books,37102,26819,0,1,1,0.88,0.76,1,0.46,category_mismatch,0
TXN01013,books,61319,20073,1,1,1,0.36,0.79,3,0.87,none,1
TXN01014,hotel,52260,45308,1,1,1,0.42,0.55,4,0.95,none,1
TXN01015,books,51418,22028,1,1,1,0.7,0.64,0,0.85,none,1
TXN01016,headphones,36884,24948,1,1,1,0.77,0.44,5,0.94,none,1
TXN01017,shoes,65682,54732,1,1,1,0.38,0.62,0,0.9,none,1
TXN01018,flight,54752,26113,1,1,1,0.65,0.68,0,0.93,none,1
TXN01019,books,50958,29532,1,1,1,0.44,0.42,2,0.82,none,1
TXN01020,headphones,43875,27420,1,1,1,0.62,0.45,5,0.85,none,1
TXN01021,books,19383,9602,1,1,1,0.41,0.9,4,0.82,none,1
TXN01022,hotel,17272,9907,1,1,1,0.35,0.86,5,0.85,none,1
TXN01023,books,47935,82424,1,1,1,0.67,0.67,0,0.62,budget_violation,0
TXN01024,smartphone,52199,31882,1,1,1,0.72,0.43,3,0.95,none,1
TXN01025,shoes,50105,22045,1,1,1,0.31,0.42,0,0.87,none,1
TXN01026,shoes,90123,40951,1,1,1,0.92,0.88,5,0.83,none,1
TXN01027,headphones,6768,2540,1,1,1,0.53,0.74,1,0.92,none,1
TXN01028,groceries,57083,31563,0,1,1,0.53,0.41,5,0.36,category_mismatch,0
TXN01029,groceries,28887,10001,1,1,1,0.87,0.79,2,0.81,none,1
TXN01030,shoes,54883,39472,1,1,1,0.99,0.46,4,0.96,none,1
TXN01031,headphones,34022,24492,1,1,1,0.99,0.82,5,0.98,none,1
TXN01032,headphones,44522,44032,1,0,1,0.77,0.44,0,0.5,quantity_violation,0
TXN01033,books,51118,41879,1,1,1,0.65,0.82,0,0.85,none,1
TXN01034,smartphone,41481,36446,1,1,0,0.73,0.44,2,0.45,time_violation,0
TXN01035,shoes,20879,15647,1,1,1,0.47,0.84,3,0.95,none,1
TXN01036,flight,18598,26793,1,1,1,0.98,0.79,2,0.58,budget_violation,0
TXN01037,shoes,97059,45576,1,1,1,0.68,0.94,5,1.0,none,1
TXN01038,shoes,80700,53667,1,1,1,0.43,0.78,0,0.97,none,1
TXN01039,smartphone,26226,25416,0,1,1,0.39,0.5,4,0.62,category_mismatch,0
TXN01040,shoes,31973,19131,1,1,1,0.63,0.5,1,0.85,none,1
TXN01041,headphones,80410,63380,1,0,1,0.98,0.52,3,0.24,quantity_violation,0
TXN01042,flight,53198,33488,1,1,1,0.6,0.77,3,0.95,none,1
TXN01043,books,3596,2154,1,1,1,0.36,0.94,2,0.92,none,1
TXN01044,headphones,73463,35269,1,1,1,0.62,0.67,3,0.91,none,1
TXN01045,books,10429,8347,1,1,1,0.44,0.95,0,0.8,none,1
TXN01046,flight,65415,38665,1,1,1,0.58,0.85,3,0.9,none,1
TXN01047,smartphone,54580,54292,1,1,1,0.39,0.96,1,0.84,none,1
TXN01048,groceries,34457,28465,1,1,1,0.54,0.83,5,0.94,none,1
TXN01049,laptop,86315,51515,1,1,1,0.47,0.69,2,0.93,none,1
TXN01050,laptop,92418,37292,1,1,1,0.72,0.97,1,0.85,none,1
TXN01051,headphones,2617,4012,1,1,1,0.94,0.64,4,0.69,budget_violation,0
TXN01052,smartphone,68965,62979,1,1,1,0.42,0.66,5,0.86,none,1
TXN01053,groceries,77818,45766,1,1,1,0.91,0.84,0,0.82,none,1
TXN01054,flight,19705,19015,0,1,1,0.58,0.58,1,0.61,category_mismatch,0
TXN01055,laptop,13697,10443,1,1,0,0.76,0.84,1,0.29,time_violation,0
TXN01056,headphones,93280,55127,1,1,0,0.96,0.67,1,0.29,time_violation,0
TXN01057,laptop,99292,62521,0,1,1,0.93,0.65,5,0.66,category_mismatch,0
TXN01058,smartphone,84418,45826,1,0,1,0.39,0.44,0,0.49,quantity_violation,0
TXN01059,books,64595,23936,1,1,1,0.34,0.85,0,0.93,none,1
TXN01060,laptop,13693,18235,1,1,1,0.66,0.98,2,0.67,budget_violation,0
TXN01061,books,45175,24195,1,1,1,0.78,0.61,2,0.96,none,1
TXN01062,flight,88173,64151,1,1,1,0.98,0.92,0,0.8,none,1
TXN01063,groceries,96056,91015,1,1,1,0.32,0.47,4,0.86,none,1
TXN01064,shoes,49290,38462,1,1,1,0.91,0.71,5,0.84,none,1
TXN01065,flight,3179,2897,1,1,1,0.98,0.84,5,0.89,none,1
TXN01066,books,53450,45741,1,1,1,0.54,0.96,3,1.0,none,1
TXN01067,smartphone,97243,70503,1,1,1,0.8,0.92,4,0.96,none,1
TXN01068,laptop,17759,6410,1,1,1,0.88,1.0,3,0.83,none,1
TXN01069,books,16162,10965,1,1,1,0.47,0.5,5,0.94,none,1
TXN01070,smartphone,58002,18587,1,1,1,0.95,0.6,3,0.95,none,1
TXN01071,shoes,95263,92953,1,1,0,0.77,0.8,4,0.52,time_violation,0
TXN01072,books,12854,6850,1,1,1,0.46,0.75,4,0.81,none,1
TXN01073,flight,50415,41344,1,1,1,0.81,0.79,4,0.99,none,1
TXN01074,groceries,31587,40059,1,1,1,0.38,0.6,4,0.67,budget_violation,0
TXN01075,smartphone,76083,68271,1,1,1,0.97,0.75,0,0.86,none,1
TXN01076,shoes,51875,27169,1,1,1,0.56,0.81,1,0.9,none,1
TXN01077,shoes,14970,10131,1,1,1,0.62,0.49,2,0.97,none,1
TXN01078,books,90126,64983,1,1,1,0.4,0.8,5,0.81,none,1
TXN01079,flight,41487,32443,1,1,1,0.49,0.91,4,0.9,none,1
TXN01080,shoes,65883,34878,1,1,0,0.87,0.49,5,0.31,time_violation,0
TXN01081,shoes,92803,87811,1,1,1,0.84,0.91,5,0.88,none,1
TXN01082,headphones,3826,2051,1,1,1,0.77,0.99,3,0.88,none,1
TXN01083,hotel,38010,16593,1,1,1,0.9,0.64,1,0.86,none,1
TXN01084,laptop,94007,71280,1,1,1,0.7,0.67,3,0.86,none,1
TXN01085,headphones,28494,24723,0,1,1,0.31,0.84,4,0.25,category_mismatch,0
TXN01086,headphones,50355,30161,1,1,1,0.89,0.96,0,0.87,none,1
TXN01087,books,24544,9379,1,1,1,0.66,0.6,3,0.99,none,1
TXN01088,groceries,33112,23122,0,1,1,0.51,0.76,1,0.53,category_mismatch,0
TXN01089,groceries,91674,70544,1,1,1,0.36,0.68,5,0.88,none,1
TXN01090,books,49145,54648,1,1,1,0.64,0.8,4,0.31,budget_violation,0
TXN01091,books,36877,13503,1,1,1,0.72,0.63,5,0.94,none,1
TXN01092,hotel,75897,40358,1,0,1,0.94,0.88,1,0.4,quantity_violation,0
TXN01093,laptop,52615,35540,1,1,1,0.87,0.69,4,0.97,none,1
TXN01094,smartphone,99763,97366,1,1,1,0.93,0.51,4,0.94,none,1
TXN01095,laptop,73708,38328,1,1,1,0.33,0.75,5,0.83,none,1
TXN01096,hotel,99706,142540,1,1,1,0.55,0.73,3,0.69,budget_violation,0
TXN01097,laptop,33550,32286,1,1,1,0.66,0.87,5,0.91,none,1
TXN01098,headphones,76637,39778,1,1,1,0.94,1.0,4,0.91,none,1
TXN01099,shoes,91168,111938,1,1,1,0.43,0.58,1,0.68,budget_violation,0
TXN01100,shoes,78566,30636,1,1,1,0.74,0.44,2,0.85,none,1
TXN01101,headphones,53436,51369,1,1,1,0.77,0.96,1,0.91,none,1
TXN01102,smartphone,83518,83246,1,1,1,0.79,0.52,2,0.91,none,1
TXN01103,headphones,56009,29206,1,1,1,0.85,0.63,4,0.85,none,1
TXN01104,hotel,17334,13499,1,1,1,0.58,0.6,0,0.87,none,1
TXN01105,flight,36815,23444,0,1,1,0.37,0.99,1,0.39,category_mismatch,0
TXN01106,smartphone,17187,13653,1,0,1,0.86,0.46,2,0.55,quantity_violation,0
TXN01107,hotel,73291,126238,1,1,1,0.42,0.97,3,0.29,budget_violation,0
TXN01108,groceries,63503,30566,1,1,1,0.78,0.83,5,0.83,none,1
TXN01109,groceries,75391,25407,1,1,1,0.81,0.98,5,0.96,none,1
TXN01110,groceries,93639,56864,1,1,1,0.55,0.68,2,0.86,none,1
TXN01111,groceries,69235,63486,1,1,1,0.87,0.58,0,0.99,none,1
TXN01112,groceries,41991,31252,1,1,1,0.35,0.54,0,0.83,none,1
TXN01113,laptop,12086,8314,1,1,1,0.64,0.92,3,0.94,none,1
TXN01114,headphones,63869,49791,1,1,1,0.77,0.72,0,0.88,none,1
TXN01115,shoes,98768,84080,1,1,0,0.82,0.55,5,0.53,time_violation,0
TXN01116,laptop,80609,33692,1,1,1,0.95,0.86,1,0.83,none,1
TXN01117,flight,18474,17859,1,1,1,0.6,0.63,2,0.99,none,1
TXN01118,flight,90006,83290,1,1,1,0.9,0.57,3,0.35,merchant_violation,0
TXN01119,shoes,1292,902,1,1,1,0.45,0.58,5,0.9,none,1
TXN01120,laptop,61693,55144,1,1,1,0.34,0.4,3,0.87,none,1
TXN01121,flight,15046,10547,0,1,1,0.31,0.66,1,0.24,category_mismatch,0
TXN01122,headphones,54833,27605,1,1,0,0.84,0.55,3,0.4,time_violation,0
